Track_Title,Key_Signature
"Chromatic Fantasia & Fugue in D minor, BWV 903: Ia. Fantasia ",D minor
Miserere in E♭ major: Asperges Me ,E♭ major
"Trio Sonata No. 5 in C Major, BWV 529 ",C Major
"Keyboard Sonata in C major, Wq. 62 No. 7: III. Allegretto ",C major
"Prelude & Fugue in F Major, LV 56 ",F Major
"Symphony in F Major, BR C 2, Fk. 67: II. Andante ",F Major
"Trio Sonata in A Minor, Wq. 148 ",A Minor
"Piano Sonata No. 2 in C major, D. 279: II. Andante ",C major
"Serenade in C Major, Op. 48, TH 48: II. Waltz ",C Major
"Piano Concerto No. 14 in E♭ major, K. 449: III. Allegro, ma non troppo ",E♭ major
"Duo for Clarinet & Bassoon in C Major, WoO 27 No. 1: III. Rondo. Allegretto ",C Major
"String Quintet in D Minor, Op. 134: III. Poco adagio ",D Minor
"Violin Concerto No. 1 in A Minor, Op. 28: I. Allegro moderato ",A Minor
"Aria & Variations in B♭ major, Op. 11 ",B♭ major
"Keyboard Sonata in G Major, Hob. XVI:27: II. Menuet ",G Major
"Cello Concerto No. 1 in E♭ major, Op. 107: I. Allegretto ",E♭ major
Sonata for 2 Violins in A Minor: II. Allegretto poco lento ,A Minor
"Fantasy No. 9 in E Major, TWV 40:10 ",E Major
"Cello Concerto in B Minor, Op. 104, B. 191: II. Adagio ma non troppo ",B Minor
"Symphony No. 9 in D Minor, WAB 109: II. Scherzo. Bewegt, lebhaft - Trio. Schnell, Scherzo da capo ",D Minor
"Violin Sonata No. 32 in B flat Major, Op. 7 No. 3, K. 454: II. Andante ",B flat Major
"Harmonia artificiosa-ariosa, Partia No. 4 in E♭ major, C. 65: I. Sonata. Adagio ",E♭ major
"13 Préludes, Op. 32: No. 3 in E Major ",E Major
"Der getreue Music-Meister, Viola da gamba Sonata in G Major, TWV 41:G6 ",G Major
"Violin Concerto No. 2 in E Major, Op. 9: III. Rondo ",E Major
"Violin Sonata in C major, Op. 9 No. 8: III. Andante ",C major
"Violin Sonata in C Major, Op. 1 No. 1: II. Allegro ",C Major
"Trio Sonata in C Major, RV 82 ",C Major
"Organ Concerto No. 3 in G Minor, Op. 4 No. 3, HWV 291 ",G Minor
"String Quintet in G Major, Op. 77, B. 49: IV. Finale. Allegro assai ",G Major
"Harpsichord Sonata No. 7 in F Major, BeRI 231: II. Vivace ",F Major
"Piano Trio in D Major, Op. 27: II. Larghetto maestoso ",D Major
"2 Duetti, Op. 137 No. 1 in G Major ",G Major
String Quartet No. 1 in E-Flat Major: II. Largo ,E-Flat Major
"Keyboard Concerto in B-Flat Major, BWV 982: III. Allegro ",B-Flat Major
"Nouvelles suites de pièces de clavecin, Suite in G Major, RCT 6: IX. L'egiptienne ",G Major
"String Quartet in B-Flat Major, Op. 3 No. 4, Hob. III:16: I. Allegro moderato ",B-Flat Major
"Piano Trio No. 1 in B Major, Op. 8: II. Scherzo ",B Major
"String Quartet in A Major, P. 122: I. Andante ",A Major
"The Well-Tempered Clavier, Book 1: Fugue No. 18 in G-Sharp Minor, BWV 863 ",G-Sharp Minor
"Sonata in C major for Bassoon & Continuo, FaWV N:C1 ",C major
"Flute Suite in C Minor, BWV 997 ",C Minor
"Improvisations: No. 15 in C Minor ""Hommage à Edith Piaf"" ",C Minor
"Keyboard Sonata in B-Flat Major, Wq. 48 No. 2 ""Prussian Sonata No. 2"" ",B-Flat Major
Cello Concerto No. 4 in D major ,D major
String Quintet No. 1 in A Major ,A Major
"Concerti per camera in G Major, Op. 3 No. 9: Spiritoso ",G Major
"Keyboard Sonata in A Minor, Op. 1 No. 3 ",A Minor
"Piano Concerto No. 1 in E-Flat Major, S. 124: III. Allegretto vivace ",E-Flat Major
"Serenade No. 6 in D Major, K. 239 ""Serenata notturna"": III. Rondo. Allegretto - Adagio - Allegro ",D Major
"String Quartet in E Major, Op. 17 No. 1, Hob. III:25: III. Adagio ",E Major
10 Études: No. 7 in D Major. Allegretto ,D Major
"Piano Pieces, Series 2: No. 9, Sketch in A Major ",A Major
"6 Transformations: No. 3, Hoquet ", 
"Symphony No. 6 in F Major, Op. 68 ""Pastoral"" ",F Major
"Organ Symphony No. 6 in G Minor, Op. 42 No. 2: IV. Cantabile ",G Minor
"String Quartet No. 8 in C Minor, Op. 66 ",C Minor
"Ouverture-suite in D Major, TWV 55:D7: I. Ouverture ",D Major
"String Quartet in G Minor, Op. 42 No. 1: I. Allegro energico ",G Minor
"Concert Studies: No. 19, Vision in B Minor ",B Minor
"Concors discordia, Serenade à 5 in A Minor, Op. 2 No. 4: III. Rondeau ",A Minor
Organ Sonata No. 4 in G Minor ,G Minor
"Symphony No. 104 in D Major, Hob. I:104 ""London"": IV. Allegro spiritoso ",D Major
Divertissement No. 5 in E Minor: II. Rondo ,E Minor
"Recorder Sonata in A Minor, Op. 1 No. 4, HWV 362 ",A Minor
"Nocturne in E Major, Op. 62 No. 2 ",E Major
Keyboard Sonata in G Major ,G Major
"Serenade for String Orchestra in C Major, Op. 48, TH 48: IV. Finale. Tema russo ",C Major
"Piano Sonata in B Minor, S. 178: Allegro energico - Andante sostenuto - Lento assai ",B Minor
"Pièces de viole, Book 3, Suite in G major: I. Prélude ",G major
"Piano Concerto in G Minor, Op. 33, B. 63: III. Finale. Allegro con fuoco ",G Minor
"Violin Sonata in E Minor, Op. 4 No. 2, H. 86: II. Allegro ",E Minor
Harp Concerto in A Major ,A Major
"Symphony No. 2 in B♭ major, Op. 52, MWV A18 ""Lobgesang"": IIb. Lobe den Herrn meine Seele ",B♭ major
"Keyboard Sonata in D Minor, Kk.516 ",D Minor
"String Quartet in F Major, Op. 64: IV. Finale. Allegro ",F Major
"Cello Sonata in B-Flat Minor, Op. 8: I. Allegro, ma non troppo ",B-Flat Minor
"Suite in D Minor, Op. 22: VI. Fughette ",D Minor
"Piano Sonata No. 2 in G-Sharp Minor, Op. 19 ""Sonata-fantasy"" ",G-Sharp Minor
"12 Études, Op. 25: No. 8 in D♭ major ",D♭ major
"The Well-Tempered Clavier, Book 1: Fugue No. 23 in B Major, BWV 868 ",B Major
"String Quartet in C Major, Op. 64 No. 1, Hob. III:65: IV. Finale. Presto ",C Major
"Sonata da camera in D Minor, Op. 6 No. 12: I. Adagio ",D Minor
"Flute Concerto in A Minor, Wq. 166: I. Allegro assai ",A Minor
"Symphony No. 45 in D Major, K. 95: III. Menuetto ",D Major
"8 Variations on an Original Theme in A-Flat Major, Op. 35, D. 813: Var. 7, Più lento ",A-Flat Major
"Concerto grosso in D minor, Op. 3 No. 11, RV 565: IV. Finale ",D minor
Cello Concerto No. 6 in G Major: I. Allegro ,G Major
"2 Morceaux, Op. 10, TH 132: No. 2, Humoresque in E Minor ",E Minor
Praeludium in E Major ,E Major
"Violin Concerto No. 2 in D Minor, Op. 44: III. Finale. Allegro molto ",D Minor
"Violin Sonata No. 5 in F# Minor, Op. 84: II. Allegretto poco vivace ",F# Minor
Guitar Sonata in D Major: II. Allemanda ,D Major
"Fantasy in C major, Op. 15, D. 760 ""Wandererfantasie"": I. Allegro con fuoco ma non troppo ",C major
"Dixit Dominus in D major, RV 595 ",D major
"Cello Concerto No. 1 in E♭ major, Op. 107: II. Moderato ",E♭ major
Harp Concerto in F Major: II. Adagio ,F Major
"Keyboard Sonata in G Major, Wq. 65 No. 12: II. Andante ",G Major
"11 Bagatelles, Op. 119: No. 6 in G Major. Andante - Allegretto ",G Major
"Violin Sonata in E flat Major, Op. 1 No. 8 ",E flat Major
"Cello Concerto No. 1 in E-Flat Major, Op. 107 ",E-Flat Major
"Pièces de clavecin, Book 4, 22nd ordre in D Major-minor: No. 4, L'anguille ",D Major
15 Préludes in C-Sharp Major ,C-Sharp Major
"40 Easy Études, Op. 70: No. 16, Grand détaché in B major ",B major
"Piano Concerto No. 2 in D Minor, Op. 40, MWV O11 ",D Minor
"24 Préludes & Fugues, Op. 87: Prelude No. 3 in G Major ",G Major
"Cello Concerto No. 2 in B Minor, Op. 50: I. Allegro ",B Minor
"3-Part Inventions: No. 1 in C Major, BWV 787 ",C Major
"Pièces de clavecin, Book 2, 8th Ordre in B Minor: II. Allemande l'ausoniéne ",B Minor
"Symphony No. 45 in D Major, K. 95: II. Andante ",D Major
"Sinfonia in C Major for Cello, Violins & Basso continuo: IV. Allegro ",C Major
Sonata No. 3 in E-Flat Major ,E-Flat Major
Cello Concerto in E Minor: II. Andante sostenuto ,E Minor
"Concerto in F Major, Op. 3 No. 6: IV. Allegro ",F Major
"Keyboard Concerto in F Major, Wq. 38: I. Allegro di molto ",F Major
"Suite for 2 Flutes No. 1 in G Major, Op. 1 No. 1 ",G Major
"Keyboard Sonata in F Minor, Wq. 57 No. 6: I. Allegro assai ",F Minor
"Symphony No. 2 in E Minor, Op. 27 ",E Minor
"Piano Concerto No. 1 in B flat Minor, Op. 23, TH 55, TH 55: I. Allegro non troppo e molto maestoso ",B flat Minor
"Violin Concerto No. 3 in B Minor, Op. 61: III. Molto moderato e maestoso ",B Minor
"Keyboard Sonata in C major, BeRI 215: I. — ",C major
"Hommage à Marcel Dupre: No. 1, Prelude & Fugue in D Major ",D Major
"String Quartet in E Minor, Op. 121: II. Andante ",E Minor
"String Quartet No. 3 in E-Flat minor, Op. 30, TH 113: III. Andante funebre e doloroso, ma con moto ",E-Flat minor
Introduction in A Minor & Fugues: Allegro ,A Minor
"Keyboard Sonata in D Minor, Wq. 54 No. 3: III. Prestissimo ",D Minor
"Organ Sonata in F Major, Wq. 70 No. 3: I. Allegro ",F Major
"Symphony No. 5 in E-Flat Major, Op. 82: I. Tempo molto moderato - Allegro moderato ",E-Flat Major
"Piano Trio No. 2 in G Major, Op. 1 No. 2: I. Adagio - Allegro vivace ",G Major
"Variations sérieuses in D Minor, Op. 54, MWV U156: Var. 13 ",D Minor
"Organ Concerto No. 1 in F Major, Op. 137: II. Andante ",F Major
"Piano Concerto in F# Minor, Op. 69: II. Andante espressivo ",F# Minor
"Capriccio in B-Flat Major, BWV 992: I. Arioso. Adagio ",B-Flat Major
"Flute Sonata in E Minor, Op. 167 ""Undine"": I. Allegro ",E Minor
"Piano Sonata No. 11 in A major, K. 331: III. Alla turca. Allegretto - Coda ",A major
"Sinfonia in D Major, MWV 7:71: II. Andante ",D Major
"40 Easy Études, Op. 70: No. 26, Grand détaché in A Minor ",A Minor
"Piano Trio in D Minor, Op. 34 ",D Minor
"Flute Sonata in E Minor, BWV 1034: II. Allegro ",E Minor
"Violin Sonata in A Minor, Op. 4 No. 5, H. 89 ",A Minor
Symphony No. 1 in G Minor: IV. Finale. Allegro moderato ,G Minor
"Flute Concerto in G Major, Op. 10 No. 6, RV 437 ""Il cavallo"" ",G Major
Doni Lute Book: Toccata in F major ,F major
Stabat Mater in F Minor ,F Minor
"Piano Trio No. 8 in E-Flat Major, Op. 38: VI. Andante con moto alla marcia - Presto ",E-Flat Major
"Trio Sonata in A minor, RV 86: III. Largo cantabile ",A minor
"24 Caprices for Solo Violin, Op. 1, MS 25: No. 17 in E flat Major ",E flat Major
"Prelude & Fugue in F Minor, Op. 68 No. 3: Fugue ",F Minor
"Symphony No. 2 in D Minor, Op. 40: IIb. Var. 1 ",D Minor
Wind Quintet No. 1 in B flat Major: I. Allegro maestoso ,B flat Major
"Piano Sonata No. 2 in G Minor, Op. 22 ",G Minor
"Symphony No. 20 in D Major, K. 133: I. Allegro ",D Major
"English Suite No. 1 in A major, BWV 806: V. Sarabande ",A major
"String Quartet No. 1 in A Minor, Op. 8: I. Andante ",A Minor
"Toccata in C Minor, BWV 911 ",C Minor
"String Quartet No. 2 in F Major, Op. 41 No. 2: I. Allegro vivace ",F Major
"Keyboard Sonatina in G Major, Wq. 64 No. 1, H. 7: III. Presto ",G Major
"Partita No. 2 in C Minor, BWV 826 ",C Minor
"Capricci armonici da chiesa e da camera, Op. 4, Trumpet Sonata No. 1 in C Major: V. Adagio ",C Major
"String Quartet No. 13 in A Minor, Op. 29 No. 1, D. 804: III. Minuetto. Allegretto ",A Minor
"The First Pt. of Ayres ""Captain Hume's Musicall Humors"": No. 15, A Polish Ayre ", 
Offertoire in A Major ,A Major
"Gigue in B Minor, WoO 4 Posth. ",B Minor
"Flute Sonata in E Minor, HWV 375 ""Halle Sonata No. 2"": IV. Minuet ",E Minor
"Symphony No. 7 in A Major, S. 464/7: I. Poco sostenuto - Vivace ",A Major
"4 Duets: Duet No. 1 in E Minor, BWV 802 ",E Minor
"Suite italiana in stile antico in A Minor, Op. 34: I. Allegro ",A Minor
Suite in F Major: V. Sarabande ,F Major
"The Four Seasons, Violin Concerto in E major, Op. 8 No. 1, RV 269 ""Spring"": III. Allegro ",E major
"Symphony No. 5 in B flat Major, WAB 105: II. Adagio. Sehr langsam ",B flat Major
"String Quartet in C Major, Op. 20 No. 2, Hob. III:32: IV. Fuga a quattro soggetti ",C Major
"String Quartet No. 3 in B-Flat Major, D. 36: II. Andante ",B-Flat Major
Corrente francese in F major ,F major
"The Well-Tempered Clavier, Book 1: Prelude No. 22 in B-Flat Minor, BWV 867 ",B-Flat Minor
"Viola Sonata in F Major, Op. 147 ",F Major
"String Quintet in F Minor, Op. 11 No. 4, G. 274: IV. Presto ",F Minor
"Symphony No. 101 in D Major, Hob. I:101 ""The Clock"": II. Andante ",D Major
"Violin Sonata in G Minor, B.g5 ""The Devil's Trill"": VII. Grave ",G Minor
"Passacaglia and Fugue in C Minor, BWV 582 ",C Minor
"Violin Sonata in D Minor, Op. 1 No. 1, HWV 359a: IV. Allegro ",D Minor
"Cello Sonata in B flat Major, Op. 14 No. 4, RV 45: III. Largo ",B flat Major
"Violin Sonata No. 2 in D Major, Op. 3: I. Allegro non tanto ",D Major
"Variations on a Hungarian Song in D Major, Op. 21 No. 2: Var. 12 ",D Major
"Baryton Trio No. 97 in D Major, Hob. XI:97: V. Adagio ",D Major
"String Quartet No. 1 in E♭ major, Op. 12, MWV R 25: I. Adagio non troppo - Allegro non tardante ",E♭ major
"String Quintet No. 68 in A minor, Op. 47 No. 5, G. 300: IV. Finale. Allegro giusto ",A minor
"Ludus tonalis: No. 8, Fugue No. 4 in A Major. With Energy - Slow, grazioso - Tempo primo ",A Major
"Chamber Concerto in F Major, RV 100 ",F Major
"Livre de guittarre dédié au roy, Suite in C Major: III. Courante ",C Major
"String Quartet No. 12 in F Major, Op. 96, B. 179 ""American"": III. Molto vivace ",F Major
"Ella è pura, in braccio a morte ", 
"Flute Sonata in E Minor, Op. 167 ""Undine"": III. Andante tranquillo ",E Minor
"Overture in the French Style in B Minor, BWV 831: XI. Bourrée II ",B Minor
"Suite in D major, RCT 3: No. 12, La boiteuse ",D major
"Symphony No. 1 in B-Flat Major, Op. 38 ""Spring"" ",B-Flat Major
"Organ Concerto in D Minor, BWV 596: III. Largo ",D Minor
"Violin Sonata in E Minor, BB 28: II. Andante ",E Minor
"Flute Sonata in E Minor, Wq. 124: III. Menuet ",E Minor
"Double Concerto in F major, Hob. XVIII:6 ",F major
"19 Hungarian Rhapsodies, S. 244: No. 6 in D-Flat Major ",D-Flat Major
"Orchestral Suite in C Major, TWV 55:C3 ""Hamburger Ebb und Fluth"": VIII. Menuet. Der angenehme Zephir ",C Major
"Nouvelles suites de pièces de clavecin, Suite in A minor, RCT 5: XIV. Rondeau ""Les tricotets"" ",A minor
"Violin Concerto No. 1 in D Major, Op. 6: I. Allegro maestoso ",D Major
"Concerto grosso in F Major, Op. 6 No. 9: VI. Minuetto. Vivace ",F Major
"Variations on a Hungarian Song in D Major, Op. 21 No. 2 ",D Major
"Pièces de clavecin, Book 1, 3rd Ordre in C Major-Minor: Seconde courante ",C Major
"Symphony No. 2 in A Major, Op. 7 ""Havet"": II. Summer ",A Major
"Flute Sonata in G Major, BWV 1038: III. Adagio ",G Major
"Flute Partita in A Minor, BWV 1013 ",A Minor
"String Symphony No. 12 in G Minor, MWV N12 ""Fuga"": I. Fuga. Grave - Allegro ",G Minor
"Keyboard Sonata in F Major, Wq. 91 No. 3 ",F Major
Cours complet pour l'enseignement du forté-piano: Étude No. 65 in E-Flat Minor ,E-Flat Minor
"String Quartet in B-Flat Major, Op. 76 No. 4, Hob. III:78 ""Sunrise"": III. Menuet. Allegro ",B-Flat Major
"String Quartet No. 3 in D Major, Op. 34: I. Allegro moderato ",D Major
"2 Pieces for the Left Hand, Op. 9: No. 1, Prelude in C# Minor ",C# Minor
Harpsichord Suite No. 1 in D Minor: VI. Gigue ,D Minor
Duo No. 4 for Harp and Piano in E-Flat Major: Var. II. ,E-Flat Major
"Pièces de viole, Book 2: Suite in B Minor. II. Petite fantaisie ",B Minor
"Concerto for 2 Horns in F Major, TWV 52:F4: III. Largo ",F Major
"Flute Concerto in D Major, Hob. VIIf:D1: III. Allegro molto ",D Major
"Symphony No. 1 in B♭ major, Op. 2 ",B♭ major
"Violin Sonata No. 3 in c minor, Op. 45: III. Allegro animato ",c minor
"Clarinet Quintet in F-Sharp Minor, Op. 10: III. Scherzo ",F-Sharp Minor
"Theme & Variations in F sharp Minor, Op. 72: Var. 9, Adagio tranquillo ",F sharp Minor
"Variations on a Hungarian Song in D Major, Op. 21 No. 2: Var. 3 ",D Major
"Keyboard Concerto No. 3 in D Major, BWV 1054 ",D Major
"Piano Concerto in in E-Flat Major, Op. 82 ",E-Flat Major
"Lieder ohne Worte, Book 5, Op. 62: No. 6 in A Major, MWV U161 ""Frühlingslied"" ",A Major
"Fantasia & Fugue in A Minor, BWV 904: I. Fantasia ",A Minor
"String Quartet in E Major, Op. 54 No. 3, Hob. III:59: II. Largo cantabile ",E Major
"6 Variations in C major, Hob. XVII:5 ",C major
Piano Sonata in A-Flat Major: III. Largo funebre ,A-Flat Major
"Keyboard Sonata in C Major, Hob. XVI:35 ",C Major
"Fantaisie in A major, Op. 124: I. Poco allegretto ",A major
Gagliarda in G Minor ,G Minor
"Chamber Concerto in D major, RV 93: I. Allegro giusto ",D major
"Melodisch-Kontrapunktische Studien, Op. 137b: No. 2, Prelude in D major ",D major
"Viola Sonata in F Major, Op. 147: II. Allegretto ",F Major
Fugue No. 20 in c minor ,c minor
"Symphony No. 1 in B flat Major, Op. 38 ""Spring"": IV. Allegro animato e grazioso ",B flat Major
"Piano Sonata No. 2 in A Major, Op. 2 No. 2: II. Largo appassionato ",A Major
"Recorder Sonata in A minor, Op. 1 No. 4, HWV 362: IV. Allegro ",A minor
"Pièces de clavecin, Book 4, 21st Ordre in E minor: II. La Bondissante ",E minor
"Magnificat in D major, BWV 243a: X. Gloria in excelsis ",D major
"Flute Concerto in G Minor, Op. 10 No. 2, RV 439 ""La notte"": II. Allegro ",G Minor
"Violin Sonata No. 10 in G Major, Op. 96: IV. Poco allegretto ",G Major
"Sonata à 4 No. 7 in C Major, Z. 808: II. Canzona - Allegro - Adagio ",C Major
"Violin Concerto in G major, Op. 25: II. Adagio ",G major
Concerto pastorale for Strings & Basso continuo in G Major: V. Tempo di menuetto e larghetto ,G Major
"Serenade No. 1 in D Major, Op. 11: IVa. Menuetto I ",D Major
"Concerto in D Major, Op. 3 No. 2: III. Adagio ",D Major
Sonata No. 6 in G Minor: IV. Allegro ma non presto ,G Minor
"Piano Trio No. 1 in D Minor, Op. 49, MWV Q 29: II. Andante con moto tranquillo ",D Minor
"Concerto in D Major, TWV 42:D6: I. Piacevole ",D Major
"Serenade in A Major, Op. 96 No. 1: I. Largo maestoso - II. Allegro moderato ",A Major
"Violin Concerto No. 2 in D Minor, Op. 44: II. Recitativo. Allegro moderato ",D Minor
"Piano Trio in C major, Hob. XV:C1 ",C major
"21 Hungarian Dances, WoO 1: No. 20 in D Minor ",D Minor
"String Quartet in G Major, Op. 1 No. 4, Hob. III:4: IV. Minuet ",G Major
"Flute Concerto in D Major, Op. 10 No. 3, RV 428 ""Il gardellino"": I. Allegro ",D Major
"English Suite No. 1 in A major, BWV 806: VII. Bourrée II ",A major
Fantasia in D Major ,D Major
"Suite for 2 Flutes No. 1 in G Major, Op. 1 No. 1: II. Rigaudon en rondeau ",G Major
"Piano Sonata 1.X.1905 in E-Flat Minor ""From the Street"": II. Death ",E-Flat Minor
Violin Partita No. 2 in A Major: I. Allemande ,A Major
"Symphony No. 1 in C Minor, Op. 68 ",C Minor
"Overture in the French Style in B Minor, BWV 831: IV. Gavotte II ",B Minor
Harp Concerto in G Major ,G Major
"String Quartet in D Major, Op. 45: III. Allegro vivo ",D Major
"Flute Sonata in C Major, BWV 1033: III. Adagio ",C Major
"Toccata, Chorale & Fugue in D Minor, Op. 68 No. 1: Toccata ",D Minor
"Fugue No. 2 in C# Major, BWV 872a ",C# Major
"6 Violin Sonatas, Op. 10b No. 3 in D Minor, J. 101: II. Rondo. Presto ",D Minor
Trumpet Sonata in B-Flat Major: II. Mässig bewegt ,B-Flat Major
"Violin Concerto No. 2 in F major, Op. 10 ",F major
"Aria in F Major, BWV 587 ",F Major
Étude No. 55 in F Minor ,F Minor
"Mass No. 13 in B♭ major, Hob. XXII:13 ""Schöpfungsmesse"": VIb. Agnus Dei - Dona nobis pacem ",B♭ major
"String Quartet No. 11 in F Minor, Op. 122: II. Scherzo. Allegretto ",F Minor
"Canon & Gigue in D Major, P. 37: Canon ",D Major
Corrente in C Minor ,C Minor
"Concerto in A Major, Op. 3 No. 4: I. Allegro ",A Major
"Piano Concerto No. 2 in G Minor, Op. 22, R. 190, R. 190: III. Presto ",G Minor
"Capriccio in B-Flat Major, BWV 992: IV. — ",B-Flat Major
Sinfonia in C Major ,C Major
"Divertimento No. 14 in C Major, Hob. II:11 ""Der Geburtstag"": III. Menuetto ",C Major
"Organ Suite No. 2 in G minor, Op. 92: V. Romanze ",G minor
Fantasia in c minor ,c minor
"String Quintet in D Minor, Op. 134: I. Allegro ",D Minor
"Prelude & Fugue in C Major, BWV 545: I. Prelude ",C Major
"Recorder Concerto in G Major, Op. 10 No. 6, RV 437 ""Il cavallo"": III. Allegro ",G Major
Variazioni brillanti on a Theme from Donizetti's Anna Bolena in A Major ,A Major
"Mass No. 14 in B-Flat Major, Hob. XXII:14 ""Harmoniemesse"": III. Credo ",B-Flat Major
"Concerto for Recorder & Violin in E Minor, TWV 52:e3. III. Presto ",E Minor
